sender,subject,body,text,label,label_name
hr@office.org,Team standup notes,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Team standup notes

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
billing@service.com,Weekend plans,Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.,"Subject: Weekend plans

Reminder: You have a dentist appointment tomorrow at 10:30 AM with Dr. Sharma. Please arrive 10 minutes early.",0,ham
hr@office.org,Follow-up from our call,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Follow-up from our call

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
billing@service.com,Your invoice is ready,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Your invoice is ready

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
hr@office.org,Happy Birthday!,"Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.","Subject: Happy Birthday!

Hi, just wanted to confirm our meeting scheduled for 3pm today in conference room B. Please bring the Q3 reports.",0,ham
admin@free-money.net,Click here to claim your prize,Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz,"Subject: Click here to claim your prize

Your account has been SUSPENDED due to suspicious activity. Click here immediately to verify your identity or your account will be PERMANENTLY DELETED: http://verify-account-now.xyz",1,spam
admin@free-money.net,Limited time offer - Act NOW,Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!,"Subject: Limited time offer - Act NOW

Hot singles are waiting to meet you in your area! Join FREE today and find your perfect match! Thousands of beautiful women waiting! Click here NOW!",1,spam
noreply@verify-account.xyz,FREE iPhone 15 - Claim Now!,"Dear Customer, Your PayPal account has been limited. You must update your information within 24 hours or your account will be suspended. Login here: http://paypal-secure-verify.ru","Subject: FREE iPhone 15 - Claim Now!

Dear Customer, Your PayPal account has been limited. You must update your information within 24 hours or your account will be suspended. Login here: http://paypal-secure-verify.ru",1,spam
hr@office.org,Welcome to the team,The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.,"Subject: Welcome to the team

The server maintenance is scheduled for Sunday at 2 AM. Expected downtime is 2 hours. Please plan accordingly.",0,ham
admin@free-money.net,"YOU HAVE WON $1,000,000!!!","SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!","Subject: YOU HAVE WON $1,000,000!!!

SHOCKING weight loss secret doctors don't want you to know! Lose 30 pounds in 30 days with this one weird trick! 100% natural, no exercise needed! Order now and get 60% OFF!",1,spam
john.doe@company.com,Happy Birthday!,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Happy Birthday!

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
offer@deals-today.biz,Congratulations! You are selected,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: Congratulations! You are selected

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
billing@service.com,Re: Project update,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Re: Project update

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
billing@service.com,Weekend plans,Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.,"Subject: Weekend plans

Your invoice #1042 for last month's services is attached. Please review and process at your earliest convenience.",0,ham
friend@gmail.com,Lunch tomorrow?,Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.,"Subject: Lunch tomorrow?

Good news! Your order #ORD-5893 has shipped and will arrive by Thursday. Tracking number: TRK29384756.",0,ham
info@lottery-winner.co,Lose 30 pounds in 30 days,Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!,"Subject: Lose 30 pounds in 30 days

Your computer has been INFECTED with a virus! Call our toll-free number 1-800-SCAM-NOW immediately! Microsoft certified technicians will fix it remotely for only $299!",1,spam
info@lottery-winner.co,URGENT: Update your banking info,CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.,"Subject: URGENT: Update your banking info

CONFIDENTIAL BUSINESS PROPOSAL: I am Prince Emmanuel Adeyemi of Nigeria. I have $45 million that I need to transfer out of the country. I need your help and will pay you 30% commission.",1,spam
admin@free-money.net,Nigerian Prince needs your help,Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net,"Subject: Nigerian Prince needs your help

Your Netflix subscription has EXPIRED. Your account will be DELETED unless you renew immediately. Click here to update payment: http://netflix-billing-update.net",1,spam
hr@office.org,Lunch tomorrow?,Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.,"Subject: Lunch tomorrow?

Welcome aboard! We're excited to have you on the team. Your onboarding schedule is attached.",0,ham
noreply@verify-account.xyz,URGENT: Update your banking info,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: URGENT: Update your banking info

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
billing@service.com,Your invoice is ready,Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.,"Subject: Your invoice is ready

Your presentation yesterday was excellent. The stakeholders were very impressed with the data visualization.",0,ham
billing@service.com,Follow-up from our call,I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?,"Subject: Follow-up from our call

I had a few questions about the quarterly report you sent. Can we schedule a quick call to go over section 3?",0,ham
admin@free-money.net,Your subscription expires today,AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!,"Subject: Your subscription expires today

AMAZING LIMITED TIME OFFER! Buy one get three FREE! Today only! This deal expires in 2 hours! Click now! Don't miss out! Best price ever!!!",1,spam
info@lottery-winner.co,Make money fast from home!,Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.,"Subject: Make money fast from home!

Congratulations on your selection for our VIP program! You qualify for a $1000 loan with no credit check! Instant approval! Reply with your SSN to confirm eligibility.",1,spam
hr@office.org,Your invoice is ready,"Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.","Subject: Your invoice is ready

Notes from today's standup: Alice is working on the API, Bob is fixing the login bug, Charlie will handle deployment.",0,ham
noreply@airline.com,Question about the report,Are you free for lunch tomorrow around noon? I know a great Italian place near the office.,"Subject: Question about the report

Are you free for lunch tomorrow around noon? I know a great Italian place near the office.",0,ham
noreply@verify-account.xyz,FREE iPhone 15 - Claim Now!,"Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!","Subject: FREE iPhone 15 - Claim Now!

Are you tired of your 9-5 job? Make $10,000 per month working just 2 hours a day from home! Our proven system guarantees results! Click here to join THOUSANDS of success stories!",1,spam
